,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
19129,30.0,male,Master,37416.0,8,MORTGAGE,5000.0,VENTURE,11.01,0.13,10.0,593.0,Yes,0.0
32549,53.0,male,Master,56040.0,29,OWN,4925.0,PERSONAL,11.71,0.09,23.0,641.0,No,0.0
28113,28.0,female,Bachelor,67070.0,4,RENT,5000.0,VENTURE,12.53,0.07,5.0,643.0,Yes,0.0
9329,24.0,male,Bachelor,67086.0,2,MORTGAGE,7000.0,HOMEIMPROVEMENT,7.14,0.1,3.0,581.0,No,1.0
38922,25.0,male,High School,281967.0,6,MORTGAGE,20032.0,HOMEIMPROVEMENT,8.89,0.07,5.0,610.0,Yes,
20540,34.0,female,Bachelor,93206.0,12,RENT,4800.0,VENTURE,7.14,0.05,7.0,638.0,No,0.0
31836,47.0,female,Bachelor,187927.0,23,MORTGAGE,18000.0,EDUCATION,11.99,0.1,17.0,,No,0.0
516,25.0,male,Master,99394.0,1,RENT,22000.0,EDUCATION,17.51,0.22,2.0,,No,1.0
26005,27.0,male,Master,115148.0,6,MORTGAGE,25000.0,HOMEIMPROVEMENT,10.99,0.22,5.0,648.0,Yes,0.0
19264,27.0,male,High School,32024.0,3,RENT,2500.0,EDUCATION,11.01,0.08,5.0,537.0,Yes,0.0
40030,34.0,male,Associate,51221.0,12,RENT,2000.0,HOMEIMPROVEMENT,10.73,0.04,9.0,648.0,Yes,0.0
3203,23.0,male,Bachelor,58225.0,0,RENT,3500.0,DEBTCONSOLIDATION,13.98,0.06,4.0,633.0,Yes,0.0
18165,35.0,male,Associate,148392.0,11,RENT,,PERSONAL,17.19,0.17,8.0,646.0,No,
15428,24.0,female,Bachelor,163051.0,3,MORTGAGE,10000.0,HOMEIMPROVEMENT,11.01,0.06,3.0,680.0,No,0.0
20581,33.0,female,Master,133024.0,12,RENT,10000.0,VENTURE,9.32,0.08,6.0,707.0,No,0.0
42950,,male,Bachelor,229465.0,8,MORTGAGE,11426.0,DEBTCONSOLIDATION,17.19,0.05,9.0,655.0,No,1.0
33716,31.0,male,Bachelor,83070.0,9,MORTGAGE,15000.0,EDUCATION,11.74,0.18,6.0,665.0,No,0.0
14058,,female,Associate,96631.0,4,RENT,14000.0,EDUCATION,11.01,0.14,2.0,,Yes,0.0
19823,27.0,male,High School,44219.0,4,MORTGAGE,7000.0,HOMEIMPROVEMENT,12.98,0.16,7.0,668.0,No,0.0
32617,22.0,female,Associate,26352.0,0,RENT,6129.0,VENTURE,14.54,0.23,3.0,657.0,Yes,0.0
36485,25.0,female,High School,103118.0,0,RENT,12000.0,PERSONAL,11.74,0.12,4.0,667.0,Yes,0.0
11176,22.0,male,Bachelor,60831.0,0,RENT,10000.0,MEDICAL,7.88,0.16,3.0,614.0,Yes,0.0
3299,22.0,female,Associate,44171.0,0,MORTGAGE,10000.0,DEBTCONSOLIDATION,5.42,0.23,3.0,604.0,Yes,0.0
9771,22.0,,Bachelor,31907.0,0,RENT,,DEBTCONSOLIDATION,12.73,0.28,4.0,520.0,No,1.0
10916,23.0,female,Bachelor,85021.0,0,MORTGAGE,10000.0,VENTURE,10.99,0.12,4.0,691.0,No,0.0
31323,47.0,female,Associate,105385.0,27,MORTGAGE,10000.0,PERSONAL,11.01,0.09,11.0,603.0,No,0.0
3075,26.0,male,Master,41542.0,6,RENT,3300.0,MEDICAL,15.65,0.08,4.0,686.0,No,0.0
39202,25.0,female,Bachelor,60997.0,2,RENT,8000.0,EDUCATION,18.52,0.13,3.0,680.0,Yes,
28504,34.0,female,High School,51223.0,13,MORTGAGE,2000.0,MEDICAL,5.79,0.04,7.0,712.0,No,0.0
11172,24.0,male,Associate,54082.0,0,RENT,10000.0,VENTURE,11.01,0.18,3.0,603.0,No,1.0
31516,36.0,female,Associate,157138.0,11,RENT,14000.0,DEBTCONSOLIDATION,10.37,0.09,14.0,677.0,Yes,0.0
13139,26.0,male,Bachelor,107788.0,3,OWN,5000.0,MEDICAL,11.83,0.05,4.0,659.0,Yes,0.0
25824,30.0,female,High School,19119.0,10,RENT,2700.0,HOMEIMPROVEMENT,7.29,0.14,5.0,627.0,No,1.0
17599,24.0,female,Master,37156.0,3,RENT,6000.0,DEBTCONSOLIDATION,7.51,0.16,3.0,670.0,Yes,0.0
14076,22.0,male,High School,120667.0,0,MORTGAGE,10000.0,EDUCATION,10.74,0.08,3.0,,Yes,0.0
23941,31.0,female,Associate,82771.0,5,MORTGAGE,12000.0,PERSONAL,12.69,0.14,9.0,659.0,Yes,0.0
6735,23.0,male,Associate,53429.0,3,MORTGAGE,8500.0,PERSONAL,7.14,0.16,3.0,607.0,No,1.0
40053,30.0,male,Associate,173921.0,10,MORTGAGE,35000.0,PERSONAL,12.12,0.2,8.0,566.0,Yes,0.0
32790,37.0,male,High School,52483.0,12,RENT,3500.0,VENTURE,10.41,0.07,11.0,644.0,Yes,0.0
18895,29.0,female,Bachelor,40844.0,4,RENT,1700.0,PERSONAL,15.23,0.04,9.0,556.0,Yes,0.0
28224,29.0,,Associate,145310.0,11,MORTGAGE,,DEBTCONSOLIDATION,8.9,0.24,6.0,622.0,Yes,0.0
35088,26.0,male,Bachelor,61142.0,3,RENT,13000.0,MEDICAL,11.69,0.21,3.0,717.0,Yes,0.0
44997,33.0,male,Associate,56942.0,7,RENT,2771.0,DEBTCONSOLIDATION,10.02,0.05,10.0,668.0,No,1.0
37355,25.0,,High School,56096.0,5,MORTGAGE,4000.0,PERSONAL,8.85,0.07,5.0,648.0,Yes,0.0
4325,26.0,female,Bachelor,24681.0,3,RENT,4725.0,MEDICAL,11.22,0.19,3.0,664.0,No,1.0
13861,24.0,female,,117039.0,4,MORTGAGE,8000.0,PERSONAL,11.11,0.07,4.0,621.0,Yes,0.0
9120,23.0,,Master,73236.0,0,OWN,18500.0,MEDICAL,15.33,0.25,2.0,650.0,Yes,0.0
28227,27.0,male,High School,25445.0,6,RENT,5500.0,VENTURE,6.91,0.22,8.0,599.0,Yes,0.0
1710,23.0,female,Master,31126.0,0,RENT,,MEDICAL,12.69,0.06,3.0,571.0,No,1.0
7740,24.0,male,Master,59036.0,0,MORTGAGE,8000.0,EDUCATION,11.01,0.14,4.0,699.0,No,1.0
35518,27.0,male,,57267.0,2,MORTGAGE,12328.0,DEBTCONSOLIDATION,10.42,0.22,6.0,604.0,Yes,0.0
2550,,female,High School,37306.0,0,RENT,,EDUCATION,16.32,0.08,3.0,636.0,Yes,0.0
44644,24.0,male,Associate,85429.0,0,RENT,15000.0,MEDICAL,9.12,0.18,5.0,624.0,No,1.0
7061,24.0,male,Associate,68134.0,0,RENT,7000.0,VENTURE,8.59,0.1,3.0,703.0,Yes,0.0
26785,28.0,male,High School,49234.0,5,RENT,,DEBTCONSOLIDATION,7.88,0.3,5.0,511.0,No,1.0
41947,24.0,male,Bachelor,72949.0,4,MORTGAGE,10000.0,PERSONAL,11.67,0.14,3.0,651.0,Yes,0.0
10480,23.0,male,Bachelor,37045.0,1,RENT,10000.0,PERSONAL,11.14,0.27,2.0,651.0,No,1.0
12384,22.0,female,Associate,49444.0,0,RENT,12000.0,DEBTCONSOLIDATION,13.22,0.24,4.0,622.0,Yes,0.0
15734,26.0,female,High School,178840.0,7,MORTGAGE,7500.0,DEBTCONSOLIDATION,18.39,0.04,3.0,,No,1.0
29207,36.0,male,Bachelor,102076.0,13,RENT,25000.0,EDUCATION,12.87,0.24,11.0,617.0,Yes,0.0
12939,23.0,female,Master,103780.0,0,MORTGAGE,6000.0,EDUCATION,10.0,0.06,3.0,646.0,No,0.0
8276,23.0,male,Bachelor,44325.0,0,RENT,7500.0,PERSONAL,12.61,0.17,2.0,656.0,No,1.0
12086,25.0,male,High School,75848.0,7,OTHER,20000.0,MEDICAL,15.05,0.26,3.0,564.0,No,1.0
22956,27.0,female,,43853.0,4,RENT,8000.0,DEBTCONSOLIDATION,13.92,0.18,9.0,542.0,Yes,0.0
40576,28.0,male,Master,93832.0,6,MORTGAGE,5983.0,MEDICAL,7.45,0.06,9.0,711.0,Yes,0.0
24897,30.0,female,Associate,38129.0,9,RENT,11200.0,EDUCATION,11.99,0.29,7.0,681.0,No,1.0
26541,31.0,female,Bachelor,37367.0,8,OWN,2500.0,VENTURE,11.36,0.07,9.0,,Yes,0.0
24264,27.0,male,Master,85604.0,4,MORTGAGE,15000.0,PERSONAL,11.01,0.18,9.0,655.0,Yes,0.0
5326,23.0,female,High School,36223.0,1,RENT,8500.0,EDUCATION,15.37,0.23,2.0,589.0,No,0.0
34164,28.0,male,Bachelor,142001.0,5,MORTGAGE,14174.0,VENTURE,10.91,0.1,5.0,674.0,Yes,0.0
42632,,,Associate,70915.0,0,MORTGAGE,5160.0,MEDICAL,14.59,0.07,3.0,670.0,No,1.0
29466,36.0,male,Bachelor,107593.0,15,RENT,1500.0,PERSONAL,11.36,0.01,14.0,651.0,Yes,0.0
9997,23.0,male,,78859.0,4,MORTGAGE,7300.0,VENTURE,9.99,0.09,3.0,651.0,No,0.0
25718,31.0,male,Bachelor,109141.0,10,MORTGAGE,18000.0,MEDICAL,11.01,0.16,8.0,621.0,Yes,0.0
21649,34.0,male,,51379.0,16,RENT,6000.0,VENTURE,14.22,0.12,10.0,659.0,Yes,0.0
19232,31.0,male,Associate,33798.0,6,RENT,13000.0,DEBTCONSOLIDATION,6.54,0.38,9.0,,No,
1866,24.0,male,High School,147726.0,0,RENT,,EDUCATION,11.58,0.1,3.0,581.0,Yes,0.0
20744,27.0,female,Bachelor,46949.0,4,RENT,5000.0,MEDICAL,9.63,0.11,10.0,662.0,No,0.0
8342,,male,Bachelor,67144.0,0,RENT,7500.0,EDUCATION,7.88,0.11,2.0,,Yes,0.0
31671,43.0,female,Associate,111198.0,19,MORTGAGE,8400.0,MEDICAL,14.84,0.08,14.0,661.0,No,1.0
18670,29.0,female,,110197.0,10,RENT,16800.0,MEDICAL,11.01,0.15,5.0,710.0,No,0.0
14965,25.0,female,Bachelor,144952.0,4,MORTGAGE,,MEDICAL,7.49,0.1,4.0,611.0,Yes,0.0
11783,23.0,male,,101527.0,0,RENT,10000.0,VENTURE,7.49,0.1,4.0,538.0,No,0.0
3904,22.0,female,Associate,48807.0,0,RENT,4000.0,PERSONAL,11.49,0.08,4.0,683.0,No,0.0
2555,25.0,male,Associate,40689.0,3,MORTGAGE,8000.0,EDUCATION,6.62,0.2,4.0,631.0,Yes,0.0
21769,29.0,male,Master,71722.0,6,RENT,6000.0,DEBTCONSOLIDATION,10.37,0.08,7.0,572.0,No,0.0
40522,24.0,male,High School,66807.0,0,MORTGAGE,15000.0,PERSONAL,11.82,0.22,3.0,601.0,Yes,0.0
36821,29.0,female,,34104.0,8,RENT,3000.0,EDUCATION,11.49,0.09,8.0,644.0,Yes,0.0
34002,27.0,female,Associate,48864.0,1,RENT,4833.0,EDUCATION,8.69,0.1,4.0,625.0,Yes,0.0
27409,28.0,female,,168517.0,7,MORTGAGE,5375.0,HOMEIMPROVEMENT,8.94,0.03,6.0,578.0,Yes,0.0
13274,24.0,male,,108721.0,4,MORTGAGE,24000.0,DEBTCONSOLIDATION,13.06,0.22,2.0,672.0,No,0.0
24125,29.0,male,Bachelor,85041.0,9,MORTGAGE,10000.0,MEDICAL,6.99,0.12,5.0,642.0,Yes,0.0
2534,22.0,female,High School,28703.0,0,RENT,3000.0,MEDICAL,5.79,0.1,2.0,595.0,Yes,0.0
468,24.0,female,High School,67032.0,2,RENT,23600.0,PERSONAL,11.89,0.35,3.0,624.0,No,1.0
6638,24.0,male,High School,64255.0,4,RENT,6000.0,HOMEIMPROVEMENT,9.91,0.09,4.0,611.0,Yes,0.0
12308,22.0,male,,38690.0,0,RENT,12000.0,EDUCATION,10.99,0.31,2.0,578.0,No,1.0
37731,26.0,male,,69569.0,2,RENT,4000.0,VENTURE,9.88,0.06,4.0,,Yes,0.0
14397,24.0,female,Bachelor,58558.0,0,RENT,14550.0,DEBTCONSOLIDATION,9.62,0.25,3.0,701.0,No,0.0
28577,27.0,male,High School,75573.0,5,MORTGAGE,12000.0,MEDICAL,5.42,0.16,6.0,661.0,No,0.0
4706,24.0,female,Master,51418.0,3,MORTGAGE,10000.0,PERSONAL,7.49,0.19,4.0,640.0,Yes,0.0
20532,29.0,male,Associate,71321.0,6,RENT,4800.0,DEBTCONSOLIDATION,11.49,0.07,7.0,562.0,No,
33582,25.0,male,High School,60888.0,5,RENT,3600.0,EDUCATION,11.62,0.06,3.0,615.0,Yes,0.0
32705,24.0,female,Master,50036.0,3,RENT,9919.0,VENTURE,7.14,0.2,4.0,586.0,Yes,0.0
16560,26.0,male,Associate,89676.0,3,MORTGAGE,4475.0,EDUCATION,9.99,0.05,2.0,682.0,No,0.0
30981,36.0,female,Bachelor,87652.0,13,MORTGAGE,,EDUCATION,6.92,0.09,12.0,623.0,Yes,0.0
3163,23.0,female,High School,43567.0,0,RENT,3500.0,EDUCATION,10.99,0.08,3.0,614.0,Yes,0.0
31201,38.0,female,Associate,96748.0,17,MORTGAGE,5000.0,MEDICAL,13.85,0.05,15.0,566.0,No,0.0
3540,25.0,male,High School,69803.0,5,RENT,10400.0,PERSONAL,11.66,0.15,4.0,522.0,Yes,0.0
8350,,male,High School,69181.0,2,RENT,,EDUCATION,11.97,0.11,4.0,684.0,Yes,0.0
22549,28.0,female,Bachelor,67811.0,6,MORTGAGE,20000.0,MEDICAL,11.01,0.29,8.0,661.0,Yes,0.0
35323,25.0,male,High School,52537.0,5,RENT,6000.0,MEDICAL,10.85,0.11,4.0,664.0,Yes,0.0
21594,33.0,female,Associate,36821.0,9,RENT,6000.0,VENTURE,19.42,0.16,10.0,544.0,No,1.0
11859,23.0,male,Associate,111357.0,0,RENT,10000.0,VENTURE,11.71,0.09,4.0,668.0,Yes,0.0
17561,22.0,male,High School,86074.0,4,RENT,10000.0,EDUCATION,12.61,0.12,2.0,665.0,No,0.0
5170,23.0,male,High School,86978.0,1,RENT,9000.0,VENTURE,13.47,0.1,3.0,,Yes,
14861,,female,Associate,141027.0,0,MORTGAGE,14000.0,VENTURE,15.68,0.1,4.0,561.0,Yes,0.0
36294,,male,,29695.0,9,RENT,5000.0,EDUCATION,7.75,0.17,9.0,623.0,No,0.0
5020,22.0,male,Master,54929.0,0,RENT,5000.0,EDUCATION,11.36,0.09,4.0,677.0,Yes,0.0
3234,,male,Associate,44127.0,0,MORTGAGE,3500.0,MEDICAL,11.01,0.08,2.0,606.0,Yes,0.0
3013,,female,Associate,42853.0,0,MORTGAGE,7500.0,EDUCATION,13.92,0.18,3.0,656.0,Yes,
5413,26.0,male,High School,65302.0,6,RENT,5000.0,PERSONAL,12.18,0.08,3.0,620.0,Yes,0.0
29008,29.0,,Bachelor,109763.0,4,MORTGAGE,10000.0,DEBTCONSOLIDATION,12.21,0.09,7.0,695.0,Yes,0.0
28642,28.0,male,High School,139168.0,4,MORTGAGE,5000.0,HOMEIMPROVEMENT,7.51,0.04,7.0,,No,0.0
2911,22.0,female,Associate,94897.0,0,RENT,3000.0,PERSONAL,6.99,0.03,4.0,644.0,Yes,0.0
19577,,female,Bachelor,75604.0,9,RENT,3000.0,PERSONAL,6.99,0.04,9.0,716.0,No,0.0
32776,34.0,female,Master,82492.0,11,MORTGAGE,2500.0,EDUCATION,9.92,0.03,10.0,642.0,Yes,0.0
15089,21.0,female,Bachelor,31426.0,3,OWN,5000.0,VENTURE,7.51,0.16,2.0,607.0,Yes,0.0
18583,34.0,male,High School,94282.0,11,RENT,18000.0,EDUCATION,8.9,0.19,9.0,583.0,Yes,0.0
14782,23.0,male,Associate,54938.0,0,RENT,15000.0,PERSONAL,7.9,0.27,4.0,541.0,No,1.0
10673,23.0,male,Bachelor,46370.0,3,RENT,10000.0,PERSONAL,10.99,0.22,2.0,624.0,Yes,0.0
23234,33.0,male,Associate,73517.0,12,MORTGAGE,2500.0,EDUCATION,10.83,0.03,8.0,670.0,No,0.0
38263,25.0,female,Master,75074.0,4,MORTGAGE,10000.0,DEBTCONSOLIDATION,7.89,0.13,3.0,654.0,No,0.0
9666,22.0,female,High School,76659.0,3,MORTGAGE,14100.0,EDUCATION,8.0,0.18,2.0,619.0,No,0.0
20397,34.0,female,Bachelor,55083.0,10,RENT,4500.0,PERSONAL,16.95,0.08,10.0,704.0,No,1.0
43669,29.0,male,Bachelor,90678.0,6,RENT,14000.0,MEDICAL,12.93,0.15,7.0,670.0,No,1.0
37657,24.0,male,High School,65754.0,1,RENT,8000.0,MEDICAL,9.81,0.12,4.0,625.0,No,0.0
9745,22.0,male,Bachelor,77563.0,0,MORTGAGE,9600.0,PERSONAL,8.49,0.12,3.0,,Yes,0.0
38252,24.0,female,High School,67178.0,0,MORTGAGE,5500.0,VENTURE,8.6,0.08,3.0,637.0,Yes,0.0
14910,,female,Bachelor,145201.0,0,MORTGAGE,4400.0,VENTURE,11.71,0.03,3.0,698.0,No,0.0
12424,,male,Associate,52338.0,3,RENT,12000.0,PERSONAL,11.36,0.23,2.0,,Yes,0.0
10954,23.0,male,Bachelor,56688.0,2,RENT,,MEDICAL,13.57,0.18,4.0,595.0,Yes,0.0
14166,26.0,male,Bachelor,37016.0,1,OWN,1925.0,VENTURE,6.03,0.05,3.0,557.0,No,0.0
24223,28.0,male,,13683.0,4,RENT,4200.0,DEBTCONSOLIDATION,11.83,0.31,5.0,507.0,No,1.0
36787,29.0,male,High School,25427.0,3,OWN,3900.0,VENTURE,13.05,0.15,9.0,669.0,No,0.0
29499,41.0,male,Master,29995.0,17,RENT,,PERSONAL,7.75,0.07,17.0,666.0,No,1.0
3003,21.0,male,High School,37579.0,0,RENT,3200.0,DEBTCONSOLIDATION,10.37,0.09,3.0,574.0,No,1.0
17693,26.0,female,Associate,66825.0,6,RENT,3200.0,DEBTCONSOLIDATION,8.49,0.05,2.0,594.0,No,0.0
13984,25.0,female,Associate,121126.0,3,MORTGAGE,12000.0,HOMEIMPROVEMENT,10.38,0.1,4.0,674.0,Yes,0.0
334,23.0,,Associate,203403.0,0,RENT,20000.0,EDUCATION,11.58,0.1,3.0,648.0,No,0.0
26473,34.0,female,,124534.0,10,MORTGAGE,3525.0,VENTURE,5.42,0.03,8.0,626.0,Yes,0.0
30867,37.0,female,Associate,82574.0,13,OWN,7000.0,VENTURE,7.29,0.08,11.0,,Yes,0.0
7504,23.0,female,,64691.0,0,MORTGAGE,7000.0,DEBTCONSOLIDATION,7.49,0.11,3.0,573.0,Yes,0.0
42113,26.0,male,Associate,94811.0,0,MORTGAGE,17849.0,DEBTCONSOLIDATION,16.41,0.19,5.0,680.0,No,1.0
12441,22.0,male,Associate,54192.0,0,RENT,12000.0,PERSONAL,13.11,0.22,2.0,681.0,No,0.0
1811,,female,Master,30945.0,2,RENT,2000.0,PERSONAL,6.62,0.06,4.0,659.0,Yes,0.0
16382,26.0,female,Bachelor,70502.0,3,MORTGAGE,3000.0,MEDICAL,6.92,0.04,2.0,655.0,Yes,0.0
22169,31.0,male,Master,37325.0,10,RENT,6600.0,EDUCATION,16.49,0.18,8.0,707.0,No,1.0
11743,26.0,female,Associate,97169.0,4,RENT,10000.0,PERSONAL,12.73,0.1,4.0,,Yes,0.0
32314,51.0,male,Associate,20994.0,30,OWN,1000.0,PERSONAL,11.11,0.05,22.0,638.0,Yes,
16424,23.0,female,Bachelor,71409.0,1,RENT,3000.0,EDUCATION,10.36,0.04,3.0,682.0,No,1.0
42333,26.0,female,Bachelor,62167.0,5,RENT,10000.0,PERSONAL,11.35,0.16,4.0,708.0,No,1.0
9452,26.0,male,Bachelor,99285.0,4,RENT,8000.0,VENTURE,10.99,0.08,3.0,609.0,Yes,0.0
10004,25.0,female,Bachelor,99217.0,2,RENT,9200.0,MEDICAL,6.03,0.09,3.0,,No,0.0
23596,27.0,female,Associate,79127.0,6,MORTGAGE,3000.0,PERSONAL,7.51,0.04,8.0,610.0,Yes,0.0
40432,42.0,male,Master,180922.0,19,MORTGAGE,15000.0,PERSONAL,14.12,0.08,17.0,713.0,Yes,0.0
36052,22.0,female,High School,61323.0,0,MORTGAGE,10000.0,EDUCATION,6.03,0.16,4.0,649.0,No,0.0
9166,25.0,male,Associate,19708.0,3,RENT,5000.0,MEDICAL,10.75,0.25,3.0,527.0,No,1.0
23130,32.0,male,High School,67986.0,8,RENT,8000.0,DEBTCONSOLIDATION,7.66,0.12,5.0,666.0,Yes,0.0
29826,38.0,male,High School,61108.0,15,RENT,4000.0,VENTURE,7.88,0.07,12.0,608.0,Yes,
31381,38.0,male,Associate,108927.0,14,MORTGAGE,14000.0,PERSONAL,12.73,0.13,12.0,630.0,Yes,0.0
19081,34.0,male,Master,44310.0,12,RENT,14000.0,DEBTCONSOLIDATION,7.51,0.32,6.0,683.0,No,1.0
13222,23.0,male,High School,44138.0,5,OWN,7000.0,VENTURE,14.74,0.16,4.0,603.0,Yes,0.0
129,25.0,male,Bachelor,60829.0,0,RENT,25000.0,HOMEIMPROVEMENT,5.99,0.41,2.0,588.0,No,1.0
26960,34.0,male,Associate,31973.0,9,OWN,10000.0,EDUCATION,8.94,0.31,9.0,683.0,Yes,
23761,34.0,female,Bachelor,79228.0,10,OWN,5600.0,PERSONAL,8.0,0.07,6.0,605.0,No,0.0
5700,23.0,,High School,166749.0,0,RENT,5000.0,DEBTCONSOLIDATION,14.91,0.03,4.0,610.0,No,1.0
15345,22.0,male,Associate,157098.0,0,MORTGAGE,24250.0,VENTURE,12.18,0.15,4.0,593.0,No,0.0
7317,21.0,male,Associate,63289.0,0,MORTGAGE,,EDUCATION,13.47,0.11,3.0,572.0,Yes,0.0
35318,37.0,male,Associate,49028.0,17,RENT,,VENTURE,12.19,0.1,12.0,671.0,Yes,0.0
28954,27.0,female,Master,54668.0,2,RENT,12800.0,PERSONAL,11.83,0.23,8.0,674.0,Yes,0.0
6547,26.0,female,High School,57585.0,4,RENT,6000.0,DEBTCONSOLIDATION,10.33,0.1,4.0,670.0,No,0.0
12040,25.0,female,High School,95321.0,3,MORTGAGE,10000.0,MEDICAL,9.62,0.1,2.0,500.0,Yes,0.0
37146,26.0,female,Associate,51430.0,2,RENT,12798.0,PERSONAL,10.57,0.25,2.0,515.0,Yes,0.0
35208,28.0,male,Bachelor,102553.0,4,MORTGAGE,6000.0,DEBTCONSOLIDATION,8.61,0.06,7.0,661.0,No,0.0
34106,28.0,male,Bachelor,51347.0,3,RENT,9600.0,VENTURE,9.26,0.19,8.0,661.0,Yes,0.0
22508,31.0,male,Bachelor,50328.0,9,RENT,7200.0,VENTURE,7.9,0.14,7.0,574.0,Yes,0.0
9927,23.0,male,High School,60893.0,0,RENT,9000.0,PERSONAL,12.18,0.15,4.0,692.0,No,0.0
27157,29.0,male,High School,151392.0,8,MORTGAGE,14400.0,EDUCATION,5.79,0.1,10.0,680.0,No,0.0
12050,23.0,female,Associate,95883.0,0,MORTGAGE,17825.0,EDUCATION,6.62,0.19,2.0,588.0,Yes,0.0
3594,25.0,male,Bachelor,63649.0,4,RENT,3600.0,MEDICAL,13.99,0.06,2.0,678.0,No,1.0
4990,25.0,male,Bachelor,52743.0,2,RENT,5000.0,PERSONAL,7.51,0.09,3.0,644.0,No,0.0
30510,36.0,male,High School,67104.0,14,RENT,7500.0,VENTURE,8.9,0.11,13.0,,No,0.0
13399,23.0,female,Master,49164.0,2,RENT,2675.0,PERSONAL,8.07,0.05,4.0,547.0,Yes,0.0
32492,51.0,male,High School,101907.0,28,RENT,12000.0,HOMEIMPROVEMENT,7.49,0.12,23.0,674.0,Yes,0.0
22423,27.0,female,Bachelor,66887.0,0,MORTGAGE,11000.0,PERSONAL,7.49,0.16,10.0,601.0,No,0.0
40792,44.0,female,High School,145476.0,18,MORTGAGE,,EDUCATION,9.83,0.12,15.0,689.0,Yes,0.0
3109,21.0,female,Master,17383.0,0,RENT,3500.0,VENTURE,9.96,0.2,2.0,694.0,No,1.0
20260,31.0,male,High School,48897.0,5,OWN,4000.0,HOMEIMPROVEMENT,14.35,0.08,9.0,624.0,Yes,0.0
18446,34.0,male,Associate,117852.0,13,RENT,20000.0,PERSONAL,13.22,0.17,7.0,676.0,No,0.0
16573,24.0,male,Master,31600.0,0,MORTGAGE,4000.0,MEDICAL,16.49,0.13,3.0,650.0,No,
7141,21.0,male,High School,63397.0,0,MORTGAGE,18000.0,EDUCATION,8.49,0.28,2.0,617.0,Yes,0.0
33694,28.0,male,Associate,117457.0,8,MORTGAGE,14577.0,VENTURE,13.72,0.12,8.0,699.0,Yes,0.0
16069,25.0,female,Associate,58597.0,3,RENT,4800.0,PERSONAL,11.01,0.08,4.0,641.0,Yes,0.0
43670,24.0,male,Master,45833.0,4,RENT,2911.0,DEBTCONSOLIDATION,13.24,0.06,4.0,713.0,No,1.0
9502,26.0,male,Master,116847.0,3,RENT,8000.0,DEBTCONSOLIDATION,13.61,0.07,3.0,704.0,Yes,0.0
16549,24.0,female,Associate,157043.0,1,OWN,22800.0,VENTURE,11.01,0.15,2.0,546.0,Yes,0.0
26067,29.0,female,Master,101870.0,5,RENT,13000.0,DEBTCONSOLIDATION,12.53,0.13,7.0,600.0,No,0.0
29442,38.0,female,Doctorate,46060.0,16,RENT,1375.0,VENTURE,6.91,0.03,11.0,686.0,No,0.0
43173,24.0,male,Associate,49907.0,2,RENT,4247.0,PERSONAL,14.17,0.09,4.0,668.0,No,1.0
26183,,male,Bachelor,53840.0,13,RENT,14000.0,DEBTCONSOLIDATION,15.65,0.26,7.0,645.0,No,
26775,32.0,male,Associate,135702.0,9,MORTGAGE,6000.0,DEBTCONSOLIDATION,5.42,0.04,10.0,688.0,No,0.0
21773,32.0,male,,72524.0,8,RENT,6000.0,PERSONAL,13.22,0.08,10.0,632.0,Yes,0.0
12653,26.0,male,High School,75620.0,3,RENT,12000.0,VENTURE,12.69,0.16,3.0,560.0,Yes,0.0
42109,24.0,male,Associate,19009.0,1,RENT,,EDUCATION,11.86,0.17,3.0,587.0,No,1.0
13869,23.0,female,Bachelor,117759.0,0,MORTGAGE,5000.0,PERSONAL,7.51,0.04,3.0,667.0,Yes,0.0
5161,23.0,female,Associate,53743.0,0,MORTGAGE,5500.0,MEDICAL,6.17,0.1,4.0,640.0,Yes,0.0
13973,22.0,female,Associate,120419.0,0,MORTGAGE,5000.0,MEDICAL,9.67,0.04,3.0,511.0,Yes,0.0
15611,25.0,male,Associate,180895.0,5,MORTGAGE,5000.0,DEBTCONSOLIDATION,12.99,0.03,4.0,704.0,No,0.0
12694,24.0,female,High School,78669.0,4,RENT,12000.0,DEBTCONSOLIDATION,8.9,0.15,2.0,615.0,No,0.0
23615,27.0,male,Associate,79376.0,5,MORTGAGE,10000.0,VENTURE,12.42,0.13,6.0,645.0,Yes,0.0
12597,23.0,female,Bachelor,100990.0,0,MORTGAGE,14400.0,DEBTCONSOLIDATION,5.42,0.14,3.0,638.0,Yes,0.0
18744,31.0,female,Bachelor,83974.0,6,RENT,16000.0,HOMEIMPROVEMENT,5.99,0.19,6.0,587.0,Yes,0.0
40761,27.0,,Bachelor,103087.0,4,MORTGAGE,24000.0,MEDICAL,11.43,0.23,10.0,652.0,Yes,0.0
29872,39.0,female,High School,102988.0,18,RENT,4500.0,PERSONAL,10.99,0.04,14.0,661.0,No,0.0
27967,29.0,male,High School,41741.0,9,RENT,2000.0,VENTURE,14.72,0.05,5.0,668.0,Yes,0.0
26102,27.0,female,Associate,53742.0,6,RENT,13650.0,EDUCATION,10.65,0.25,5.0,665.0,No,1.0
15266,23.0,male,High School,65758.0,0,RENT,15000.0,MEDICAL,15.27,0.23,2.0,635.0,No,1.0
